location,role,parent_statement,policy_statement,source_quote,section_header,extraction_rationale
Miami_Dade_US,sub,Approach 5: Expand and protect green and blue spaces (with 2030 targets).,Reduce pollutant loads to surface waters (including Biscayne Bay) to facilitate recovery of seagrasses to historic levels.,"-   REDUCE POLLUTANT LOADS TO SURFACE WATERS, INCLUDING BISCAYNE BAY, TO FACILITATE RECOVERY OF SEAGRASSES TO HISTORIC LEVELS
-   DOUBLE THE TOTAL NON-WETLAND ACREAGE OF NATURAL HABITAT IN PRESERVATION",THE 7 APPROACHES AND 2030 TARGETS,"Specific environmental management commitment tied to seagrass recovery; climate relevance via blue carbon is discussed elsewhere, but here the mechanism is ecosystem restoration.",Nature-Based Solutions,False,indirect,
Miami_Dade_US,sub,Approach 5: Expand and protect green and blue spaces (with 2030 targets).,Double the total non-wetland acreage of natural habitat in preservation.,"-   REDUCE POLLUTANT LOADS TO SURFACE WATERS, INCLUDING BISCAYNE BAY, TO FACILITATE RECOVERY OF SEAGRASSES TO HISTORIC LEVELS
-   DOUBLE THE TOTAL NON-WETLAND ACREAGE OF NATURAL HABITAT IN PRESERVATION",THE 7 APPROACHES AND 2030 TARGETS,Quantified habitat preservation expansion commitment (doubling). Deadline not restated in this bullet but appears under 2030 targets section.,Nature-Based Solutions,False,indirect,
Miami_Dade_US,parent,,Additional actions to expand and protect blue and green spaces in the future (action list).,"## Additional actions that would expand and protect blue and green spaces in the future include work to:

- Assess current percentage of urban tree canopy coverage and work with Million Trees Miami stakeholders to develop new policies, procedures, and timelines to achieve canopy coverage goals.
- Ensure that all County facilities within the Urban Development Boundary (UDB) (per 2013 delineation) shall attain an average of at least 30% canopy coverage and all County facilities outside the UDB shall attain an average of at least 50% canopy coverage by 2030.
- Prioritize County planting of trees in neighborhoods with the highest heat or highest utility burden.",APPROACH 5: EXPAND AND PROTECT GREEN AND BLUE SPACES,Clearly labeled action list; treated as parent for sub-actions.,Nature-Based Solutions,False,direct,Adaptation
Miami_Dade_US,sub,Additional actions to expand and protect blue and green spaces in the future (action list).,"Assess urban tree canopy coverage and work with Million Trees Miami stakeholders to develop policies, procedures, and timelines to achieve canopy goals.","- Assess current percentage of urban tree canopy coverage and work with Million Trees Miami stakeholders to develop new policies, procedures, and timelines to achieve canopy coverage goals.
- Ensure that all County facilities within the Urban Development Boundary (UDB) (per 2013 delineation) shall attain an average of at least 30% canopy coverage and all County facilities outside the UDB shall attain an average of at least 50% canopy coverage by 2030.",APPROACH 5: EXPAND AND PROTECT GREEN AND BLUE SPACES,Concrete assessment-to-policy development commitment; supports implementation of canopy targets.,Nature-Based Solutions,False,direct,
Miami_Dade_US,sub,Additional actions to expand and protect blue and green spaces in the future (action list).,Prioritize County tree planting in neighborhoods with the highest heat or highest utility burden.,"- Prioritize County planting of trees in neighborhoods with the highest heat or highest utility burden. Community Recommendation
- Identify which County facilities have 20% or greater open space and determine which open space/bare ground areas at these facilities are not critical to facility function and can be used to plant trees.
- Implement the Open Space Master Plan.",APPROACH 5: EXPAND AND PROTECT GREEN AND BLUE SPACES,Specific prioritization rule explicitly tied to heat (a climate hazard) and equity; qualifies as policy direction.,Nature-Based Solutions,False,direct,Adaptation
Miami_Dade_US,sub,Additional actions to expand and protect blue and green spaces in the future (action list).,Implement the Open Space Master Plan.,"- Identify which County facilities have 20% or greater open space and determine which open space/bare ground areas at these facilities are not critical to facility function and can be used to plant trees.
- Implement the Open Space Master Plan.",APPROACH 5: EXPAND AND PROTECT GREEN AND BLUE SPACES,Plan implementation commitment; climate relevance depends on plan content but is situated within green/blue spaces approach.,Nature-Based Solutions,False,indirect,
Miami_Dade_US,parent,,Approach 6: Convert waste to energy (with 2030 targets).,"## 6. CONVERT WASTE TO ENERGY

- 48 GWH/YEAR OF ELECTRICITY FROM COGENERATION AT WASTEWATER PLANTS BY 2030
- 50% OF NON-RECYCLED GARBAGE CONVERTED TO ENERGY BY 2030
- 10% INCREASE IN RECYCLING RATES AND CUT NON-RECYCLABLES 'CONTAMINATION' IN HALF",THE 7 APPROACHES AND 2030 TARGETS,Named approach with quantified targets; umbrella initiative with sub-targets.,Mitigation,False,direct,
Miami_Dade_US,sub,Approach 6: Convert waste to energy (with 2030 targets).,Generate 48 GWh/year of electricity from cogeneration at wastewater plants by 2030.,"- 48 GWH/YEAR OF ELECTRICITY FROM COGENERATION AT WASTEWATER PLANTS BY 2030
- 50% OF NON-RECYCLED GARBAGE CONVERTED TO ENERGY BY 2030
- 10% INCREASE IN RECYCLING RATES AND CUT NON-RECYCLABLES 'CONTAMINATION' IN HALF",THE 7 APPROACHES AND 2030 TARGETS,Quantified energy generation target with deadline; methane capture/biogas utilization reduces GHGs.,Mitigation,False,direct,
Miami_Dade_US,sub,Approach 6: Convert waste to energy (with 2030 targets).,Convert 50% of non-recycled garbage to energy by 2030.,"- 48 GWH/YEAR OF ELECTRICITY FROM COGENERATION AT WASTEWATER PLANTS BY 2030
- 50% OF NON-RECYCLED GARBAGE CONVERTED TO ENERGY BY 2030
- 10% INCREASE IN RECYCLING RATES AND CUT NON-RECYCLABLES 'CONTAMINATION' IN HALF",THE 7 APPROACHES AND 2030 TARGETS,Quantified waste-to-energy target with deadline.,Mitigation,False,direct,
Miami_Dade_US,sub,Approach 6: Convert waste to energy (with 2030 targets).,Increase recycling rates by 10% and cut non-recyclables contamination in half.,"- 50% OF NON-RECYCLED GARBAGE CONVERTED TO ENERGY BY 2030
- 10% INCREASE IN RECYCLING RATES AND CUT NON-RECYCLABLES 'CONTAMINATION' IN HALF",THE 7 APPROACHES AND 2030 TARGETS,Quantified waste management targets; climate benefit via reduced landfill methane and upstream emissions.,Resource Efficiency,False,indirect,
Miami_Dade_US,parent,,Approach 7: Reduce waste and water use (with 2030 targets).,"## 7. REDUCE WASTE AND WATER USE

- REDUCE LANDFILL WASTE PER PERSON 50% BY 2030
- REDUCE WATER CONSUMPTION PER PERSON 30% BY 2030",THE 7 APPROACHES AND 2030 TARGETS,Named approach with quantified per-capita reduction targets and deadline; umbrella initiative.,Resource Efficiency,False,direct,
Miami_Dade_US,sub,Approach 7: Reduce waste and water use (with 2030 targets).,Reduce landfill waste per person 50% by 2030.,"- Reduce landfill waste per person 50% by 2030
- Reduce water consumption per person 30% by 2030
- Save money",APPROACH 7: REDUCE WASTE AND WATER USE,Quantified per-capita waste reduction target with deadline.,Resource Efficiency,False,direct,
Miami_Dade_US,sub,Approach 7: Reduce waste and water use (with 2030 targets).,Reduce water consumption per person 30% by 2030.,"- Reduce landfill waste per person 50% by 2030
- Reduce water consumption per person 30% by 2030
- Save money",APPROACH 7: REDUCE WASTE AND WATER USE,Quantified per-capita water conservation target with deadline.,Resource Efficiency,False,direct,
Miami_Dade_US,parent,,Actions under Approach 7 to reduce waste and water use (action list).,"- Create a community-wide food rescue plan in collaboration with community-based organizations, businesses, and farmers
- Implement best practices to reduce and recycle construction and demolition waste, including requiring pre-construction waste management plans
- Complete a Countywide solid waste characterization study and complete regular updates",APPROACH 7: REDUCE WASTE AND WATER USE,Action list with multiple discrete commitments; treated as parent for sub-actions.,Resource Efficiency,False,direct,
Miami_Dade_US,sub,Actions under Approach 7 to reduce waste and water use (action list).,"Create a community-wide food rescue plan with community-based organizations, businesses, and farmers.","-   Create a community-wide food rescue plan in collaboration with community-based organizations, businesses, and farmers
-   Implement best practices to reduce and recycle construction and demolition waste, including requiring pre-construction waste management plans Community Recommendation
-   Complete a Countywide solid waste characterization study and complete regular updates",APPROACH 7: REDUCE WASTE AND WATER USE,Specific plan commitment; climate relevance is indirect (waste reduction) but situated within emissions reduction approach.,Resource Efficiency,False,indirect,
Miami_Dade_US,sub,Actions under Approach 7 to reduce waste and water use (action list).,"Implement best practices to reduce and recycle construction and demolition waste, including requiring pre-construction waste management plans.","-   Implement best practices to reduce and recycle construction and demolition waste, including requiring pre-construction waste management plans Community Recommendation
-   Complete a Countywide solid waste characterization study and complete regular updates
-   Require waste reduction plans for all large events Community Recommendation",APPROACH 7: REDUCE WASTE AND WATER USE,Specific regulatory/program requirement (pre-construction waste management plans) to reduce waste.,Resource Efficiency,False,indirect,
Miami_Dade_US,sub,Actions under Approach 7 to reduce waste and water use (action list).,Complete a Countywide solid waste characterization study and complete regular updates.,"-   Complete a Countywide solid waste characterization study and complete regular updates
-   Require waste reduction plans for all large events Community Recommendation
-   Over 1/3 of food grown and prepared for people is thrown away",APPROACH 7: REDUCE WASTE AND WATER USE,Concrete analytical commitment with ongoing updates; supports targeted waste reduction policies.,Resource Efficiency,False,indirect,
Miami_Dade_US,sub,Actions under Approach 7 to reduce waste and water use (action list).,Require waste reduction plans for all large events.,"-   Complete a Countywide solid waste characterization study and complete regular updates
-   Require waste reduction plans for all large events Community Recommendation
-   Over 1/3 of food grown and prepared for people is thrown away",APPROACH 7: REDUCE WASTE AND WATER USE,Explicit requirement for event waste reduction plans; regulatory/programmatic mechanism.,Resource Efficiency,False,indirect,
Miami_Dade_US,individual,,Miami-Dade County registered for FPL Solar Together to offset up to 25% of County electricity usage from renewable sources and save $7 million over 10 years.,"Miami-Dade County registered for the Solar Together Program which will offset up to 25% of the County's electricity usage from renewable sources and save $7 million over 10 years. In collaboration with the Rocky Mountain Institute (RMI) and the World Resources Institute (WRI), the County initiated a Feasibility Study in 2019 to install solar panels on County buildings.",APPROACH 2: EXPAND ON-SITE AND OFF-SITE RENEWABLE ENERGY GENERATION,Concrete participation commitment with quantified renewable share and savings; implies contractual/financial participation though not a new instrument.,Mitigation,False,direct,
